Text,Label
Even the algorithm gave up on you. 👎 [Post ID: IG90938],Dissing
Why do you even try? You're pathetic. [Facebook] 6522,Harassment
Nobody cares about your opinion. [Facebook] 6574,Harassment
Your content is the reason the mute button exists. — Posted via Android [Comment ID: FB69745],Dissing
You sound like a dying animal. [Instagram] 5645,Harassment
No one asked for this. — Posted via Web [Comment ID: FB25034],Dissing
Did your cat walk on your keyboard? [Facebook] 7343,Flaming/Trolling
Your takes get worse every day. [Tweet ID: 398615],Dissing
Please log off forever. — Posted via iPhone [Comment ID: FB29879],Dissing
This tweet belongs in the trash. — Posted via iPhone [Comment ID: FB77083],Dissing
Try harder next time... or maybe don't. — Posted via Android [Comment ID: FB55475],Dissing
"No one likes you, just quit already. [Discord] 4535",Harassment
"Your voice is so annoying, shut up. [Instagram] 2339",Harassment
Reading this lowered my IQ. — Posted via Android [Comment ID: FB53826],Dissing
"Your voice is so annoying, shut up. [Instagram] 9792",Harassment
Did your cat walk on your keyboard? [Instagram] 9903,Flaming/Trolling
"Your thoughts shouldn't be posted, ever. — Posted via Web [Comment ID: FB30605]",Dissing
Even your hashtags are embarrassed. 🤡 [Post ID: IG85799],Dissing
It's almost impressive how bad this is. [Comment ID: 3900],Dissing
This is the worst thing I've ever seen. [Instagram] 3960,Harassment
Your aesthetic is just chaos and confusion. 🚫 [Post ID: IG21457],Dissing
You dropped this 👎 [Tweet ID: 865348],Dissing
Your comment gave me brain damage. [Discord] 7298,Flaming/Trolling
You're ugly and talentless. [Discord] 9098,Harassment
Nobody cares about your opinion. [Discord] 5157,Harassment
This pic should’ve stayed in your drafts. 😬 [Post ID: IG63061],Dissing
Your comment gave me brain damage. [Instagram] 2442,Flaming/Trolling
Nobody cares about your opinion. [Discord] 2413,Harassment
You have no clue what you're talking about. Suddenly quickly I value.,Harassment
You really thought this was a good take? [Discord] 6271,Flaming/Trolling
"You're so dumb, how do people even watch you? [Instagram] 4956",Harassment
You're ugly and talentless. [Instagram] 7278,Harassment
This tweet is a public service announcement on what NOT to do. [Tweet ID: 929501],Dissing
Even silence is better than your voice. [Comment ID: 8800],Dissing
"This is cringe, stop posting. [Discord] 5546",Harassment
Is that the best roast you got? [Discord] 5577,Flaming/Trolling
You're a joke. Score begin court town call fire hour current analysis.,Harassment
"This is cringe, stop posting. [Instagram] 1243",Harassment
Why do you even try? You're pathetic. [Instagram] 9516,Harassment
Did your cat walk on your keyboard? [Discord] 6573,Flaming/Trolling
"Bro, your takes are so bad they give me brain damage. (6652)",Dissing
I can't believe I used data to read this. [Tweet ID: 818868],Dissing
Your tweets are trash. Attack information some.,Harassment
"You're so stupid, it's amazing you can even use a computer. Operation join produce anyone keep between every research nothing born law this main.",Harassment
You peaked at being terrible. [Comment ID: 6120],Dissing
Please stop tweeting. Office production range energy product store skin.,Harassment
You really thought this was a good take? [Discord] 2740,Flaming/Trolling
You're out here posting like it's 2010. 😬 [Post ID: IG57155],Dissing
Try harder next time. That was weak. (7301),Dissing
Is that the best roast you got? [Instagram] 7804,Flaming/Trolling
Touch grass. [Tweet ID: 701877],Dissing
Please stop tweeting. Imagine because discover agency ability pretty build impact opportunity section a.,Harassment
You out here typing like anyone cares. (8479),Dissing
Is that the best roast you got? [Discord] 1249,Flaming/Trolling
You must be fun at parties… not. [Facebook] 9087,Flaming/Trolling
This is the worst thing I've ever seen. [Instagram] 1595,Harassment
"Your voice is so annoying, shut up. [Discord] 3813",Harassment
"Try harder next time, clown. [Facebook] 8543",Flaming/Trolling
Stop using Wi-Fi to post this nonsense. 😑 [Post ID: IG21354],Dissing
You must be fun at parties… not. [Instagram] 9416,Flaming/Trolling
Your content is the reason the mute button exists. — Posted via Web [Comment ID: FB42308],Dissing
Twitter was a mistake because of tweets like this. [Tweet ID: 784722],Dissing
Come back when you have a real argument. [Instagram] 7372,Flaming/Trolling
Take the L and log off. (4009),Dissing
You dropped this 👎 [Tweet ID: 512878],Dissing
Your aesthetic is just chaos and confusion. 😬 [Post ID: IG97922],Dissing
Your comment gave me brain damage. [Facebook] 2040,Flaming/Trolling
Come back when you have a real argument. [Facebook] 6774,Flaming/Trolling
"Try harder next time, clown. [Facebook] 7651",Flaming/Trolling
You sound like a dying animal. [Instagram] 4111,Harassment
"Nice try, keyboard warrior. [Discord] 2074",Flaming/Trolling
Trying hard for clout but it's not working. 👎 [Post ID: IG64066],Dissing
A moment of silence for your dignity. [Tweet ID: 496534],Dissing
"Try harder next time, clown. [Instagram] 7429",Flaming/Trolling
I had secondhand embarrassment reading this. [Tweet ID: 309474],Dissing
You have no clue what you're talking about. Study factor beautiful music hope recognize dinner should husband per discussion compare.,Harassment
Come back when you have a real argument. [Instagram] 7642,Flaming/Trolling
Your tweets are trash. Reflect approach end minute almost tax challenge question tree sit child serve here single.,Harassment
You sound like a dying animal. [Facebook] 6833,Harassment
"Try harder next time, clown. [Instagram] 5961",Flaming/Trolling
Touch grass. [Tweet ID: 862739],Dissing
You're the final boss of cringe. (7769),Dissing
Did your cat walk on your keyboard? [Facebook] 7422,Flaming/Trolling
You sound like a dying animal. [Instagram] 6183,Harassment
Is that the best roast you got? [Discord] 2222,Flaming/Trolling
You're like a glitch in the group chat. (6684),Dissing
Your comment gave me brain damage. [Instagram] 4497,Flaming/Trolling
This is the worst take I've seen all day. Might possible sing pass enter take behavior theory describe art future leave herself voice.,Harassment
You must be fun at parties… not. [Facebook] 3323,Flaming/Trolling
Your tweets are trash. Fire call impact young spring away box because.,Harassment
Your tweets are trash. Near else miss later book meeting.,Harassment
You've officially outdone yourself—in a bad way. — Posted via iPhone [Comment ID: FB64097],Dissing
"Another day, another L from you. — Posted via iPhone [Comment ID: FB83939]",Dissing
This is the worst thing I've ever seen. [Facebook] 1390,Harassment
"Your voice is so annoying, shut up. [Discord] 7716",Harassment
"Try harder next time, clown. [Discord] 1151",Flaming/Trolling
"No one likes you, just quit already. [Facebook] 9645",Harassment
Nobody cares about your opinion. [Facebook] 9104,Harassment
Touch grass. Immediately. — Posted via iPhone [Comment ID: FB27156],Dissing
Your comment gave me brain damage. [Instagram] 5229,Flaming/Trolling
Every word in this tweet is a mistake. [Tweet ID: 553541],Dissing
You sound like a dying animal. [Discord] 2814,Harassment
Come back when you have a real argument. [Instagram] 5353,Flaming/Trolling
You're ugly and talentless. [Facebook] 5810,Harassment
Did your cat walk on your keyboard? [Instagram] 7097,Flaming/Trolling
How do you have any followers? [Instagram] 4680,Harassment
Internet would be a better place without this. — Posted via iPhone [Comment ID: FB32275],Dissing
You really typed all that just to say nothing? LOL. (5372),Dissing
Is that the best roast you got? [Instagram] 7336,Flaming/Trolling
Try harder next time... or maybe don't. — Posted via Android [Comment ID: FB55974],Dissing
I want my time back after reading this. [Tweet ID: 311366],Dissing
This is the worst take I've seen all day. Why thought fire positive play necessary.,Harassment
Block me if you're scared. Create mission important time home main trip site third.,Harassment
"Is this satire or are you serious? Either way, yikes. [Tweet ID: 382323]",Dissing
You're the reason the internet is trash. [Facebook] 7359,Flaming/Trolling
Go outside. Talk to people. [Tweet ID: 274182],Dissing
You really thought this was a good take? [Discord] 3085,Flaming/Trolling
This pic should’ve stayed in your drafts. 😬 [Post ID: IG62534],Dissing
Your comment gave me brain damage. [Facebook] 6803,Flaming/Trolling
You're consistent—consistently bad. — Posted via Android [Comment ID: FB52333],Dissing
"Your voice is so annoying, shut up. [Discord] 8285",Harassment
You sound like a dying animal. [Discord] 3777,Harassment
You're not going viral for the right reasons. 🙃 [Post ID: IG65249],Dissing
Even the algorithm gave up on you. 🙃 [Post ID: IG55073],Dissing
Nobody cares about your opinion. [Instagram] 6783,Harassment
Come back when you have a real argument. [Facebook] 8015,Flaming/Trolling
Take the L and log off. (3469),Dissing
You're the reason the internet is trash. [Facebook] 7581,Flaming/Trolling
Your comment gave me brain damage. [Discord] 2349,Flaming/Trolling
"No one likes you, just quit already. [Discord] 5629",Harassment
Did your cat walk on your keyboard? [Discord] 1065,Flaming/Trolling
How do you have any followers? [Facebook] 4290,Harassment
You're ugly and talentless. [Discord] 6810,Harassment
Ratio. No one's agreeing with you. (9290),Dissing
How do you have any followers? [Instagram] 3410,Harassment
You must be fun at parties… not. [Facebook] 2970,Flaming/Trolling
Your comment gave me brain damage. [Instagram] 9154,Flaming/Trolling
Your tweets are a war crime. [Tweet ID: 789922],Dissing
"You're so dumb, how do people even watch you? [Facebook] 9371",Harassment
"Nice try, keyboard warrior. [Discord] 3458",Flaming/Trolling
"You're so dumb, how do people even watch you? [Instagram] 3878",Harassment
"Get lost, nobody cares. Recent property step simply build prevent argue idea easy quickly newspaper sing.",Harassment
Did you film this with a potato? — Posted via iPhone [Comment ID: FB45760],Dissing
"Nice try, keyboard warrior. [Instagram] 4927",Flaming/Trolling
You really typed all that just to say nothing? LOL. (4456),Dissing
This tweet deserves jail time. [Tweet ID: 843193],Dissing
Try harder next time. That was weak. (6347),Dissing
"Your voice is so annoying, shut up. [Facebook] 7228",Harassment
"No one likes you, just quit already. [Discord] 6262",Harassment
You're the reason the internet is trash. [Facebook] 2824,Flaming/Trolling
"Dude, Who even gave you the idea you could make content? 😑 💯",Flaming/Trolling
Why do you even try? You're pathetic. [Discord] 9874,Harassment
Your post just ruined my mood. — Posted via iPhone [Comment ID: FB91458],Dissing
A moment of silence for your dignity. [Tweet ID: 652997],Dissing
Why do you even try? You're pathetic. [Discord] 3621,Harassment
You're the reason the internet is trash. [Instagram] 8686,Flaming/Trolling
Keep embarrassing yourself. Stuff finish provide clear community sell television.,Harassment
Congratulations on being wrong again. [Tweet ID: 929290],Dissing
Congratulations on being wrong again. [Tweet ID: 365458],Dissing
This tweet deserves jail time. [Tweet ID: 478763],Dissing
Did your cat walk on your keyboard? [Discord] 2979,Flaming/Trolling
"Honestly, This is why YouTube should have quality control. 💀 ngl",Flaming/Trolling
"Bro, Every second of this video was torture. 🙄 smh",Flaming/Trolling
You tried way too hard and still failed. 😑 [Post ID: IG31230],Dissing
Try harder next time... or maybe don't. — Posted via Web [Comment ID: FB45906],Dissing
Not even your followers liked this. 💀 [Post ID: IG68010],Dissing
"Your voice is so annoying, shut up. [Discord] 2812",Harassment
Instagram should charge you for this post. 😑 [Post ID: IG48594],Dissing
"Wow, Delete your channel, save us the pain. 😑 💯",Flaming/Trolling
